bookID,title,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22146,Prioritizing Web Usability,3.94,321350316,9.78032E+12,en-US,406,599,16,4/20/2006,New Riders Publishing,Jakob Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22148,Homepage Usability: 50 Websites Deconstructed,3.74,073571102X,9.78074E+12,eng,336,341,12,11/15/2001,New Riders Publishing,Jakob Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,4.22,143037838,9.78014E+12,eng,272,7838,681,9/5/2006,Penguin Books,Yvon Chouinard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22160,And Then There Were None,4.26,1572704497,9.78157E+12,eng,0,214,49,10/15/2004,Audiogo,Agatha Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22163,The Wild Trees: A Story of Passion and Daring,4.09,1400064899,9.7814E+12,eng,294,5588,942,8/23/2007,Random House (NY),Richard   Preston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22166,The Boat of Dreams: A Christmas Story,3.29,074324592X,9.78074E+12,eng,111,115,22,10/28/2003,Touchstone Books,Richard   Preston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22175,Strange Pilgrims,4.03,1400034698,9.7814E+12,eng,208,6952,422,11/14/2006,Vintage,Gabriel García Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22176,Doce cuentos peregrinos,4.03,1400034949,9.7814E+12,spa,192,3205,195,11/14/2006,Vintage,Gabriel García Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22186,Would I Lie to You (Gossip Girl  #10),3.59,316011835,9.78032E+12,eng,192,7948,135,10/4/2006,Little  Brown Young Readers,Cecily von Ziegesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22188,Gossip Girl (Gossip Girl  #1),3.52,316910333,9.78032E+12,eng,224,54400,2271,4/1/2002,Little  Brown and Company,Cecily von Ziegesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22192,All I Want is Everything (Gossip Girl  #3),3.55,316912123,9.78032E+12,eng,240,16452,412,5/7/2003,Poppy,Cecily von Ziegesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22193,You're the One That I Want (Gossip Girl  #6),3.71,316735167,9.78032E+12,eng,224,17875,204,10/6/2004,Little  Brown Young Readers,Cecily von Ziegesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22195,The Zero,3.51,60898658,9.78006E+12,eng,336,1976,297,8/29/2006,Harper,Jess Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22196,Zero: The Biography of a Dangerous Idea,3.96,285635948,9.78029E+12,eng,248,131,19,10/12/2000,Souvenir Press,Charles Seife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22197,Zero Debt: The Ultimate Guide to Financial Freedom,3.74,1932450750,9.78193E+12,eng,204,49,10,8/1/2004,Advantage World Press,Lynnette Khalfani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,4.12,767906284,9.78077E+12,en-US,320,323,37,12/18/2007,Broadway Books,Nick Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22199,Year Zero,3.6,1416534423,9.78142E+12,eng,416,2164,139,7/1/2006,Atria Books,Jeff Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22200,Count Zero (Sprawl  #2),4.01,441013678,9.78044E+12,en-US,308,37360,799,3/7/2006,Ace Books,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22201,Triple Zero  (Star Wars: Republic Commando  #2),4.24,345490096,9.78035E+12,eng,393,5130,163,2/28/2006,Del Rey Books,Karen Traviss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22202,Bravo Two Zero,4.09,552153575,9.78055E+12,eng,416,9151,269,11/1/2005,Corgi,Andy McNab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22205,This Lullaby,4.03,142501557,9.78014E+12,eng,345,163599,4453,3/8/2004,Speak,Sarah Dessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22207,Lullabies for Little Criminals,3.98,60875070,9.78006E+12,eng,330,18419,1371,10/17/2006,Harper Perennial,Heather O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22208,Hush! A Thai Lullaby,4.03,531071669,9.78053E+12,eng,32,1315,197,3/1/2000,Scholastic Inc.,Minfong Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22209,Lullaby Town (Elvis Cole  #3),4.14,752817000,9.78075E+12,eng,296,8359,319,4/1/2008,Orion,Robert Crais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22219,The Iliad (SparkNotes Literature Guides),3.65,1586633716,9.78159E+12,eng,88,23,3,1/10/2002,SparkNotes,SparkNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22221,The Iliad,3.86,471377589,9.78047E+12,eng,150,3834,134,10/28/1999,John Wiley & Sons,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,The Princess Bride (Long  Tall Texans  #15),3.89,373192827,9.78037E+12,eng,192,634,32,1/23/1998,Silhouette Romance,Diana Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22226,The Sultan's Bought Bride  (Princess Brides  #1),3.74,037312418X,9.78037E+12,eng,192,224,20,8/25/2004,Harlequin Presents,Jane Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22227,The Sheik & the Princess Bride (Desert Rogues  #8),3.95,373246471,9.78037E+12,eng,256,506,22,10/25/2004,Silhouette Special Edition,Susan   Mallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22229,The Prince Kidnaps a Bride (Lost Princesses  #3),3.79,60561181,9.78006E+12,eng,384,2103,84,11/28/2006,Avon,Christina Dodd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22230,Stargirl (Stargirl  #1),3.76,440416779,9.78044E+12,eng,186,1969,252,5/11/2004,Laurel Leaf,Jerry Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22233,Love  Stargirl (Stargirl  #2),3.82,375813756,9.78038E+12,en-US,274,713,110,8/14/2007,Knopf Books for Young Readers,Jerry Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22235,Stargirl LitPlans on CD,4.86,158337292X,9.78158E+12,eng,210,5,0,9/15/2005,Teacher's Pet Publications,Mary B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22237,Son of the Mob (Son of the Mob  #1),3.72,786815930,9.78079E+12,eng,262,5977,620,9/1/2004,Little  Brown Books for Young Readers,Gordon Korman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22238,Hollywood Hustle (Son of the Mob  #2),3.64,786809191,9.78079E+12,eng,268,1615,145,4/1/2006,Hyperion Paperbacks,Gordon Korman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,4.05,767906896,9.78077E+12,eng,288,966,108,9/9/2003,Broadway Books,Albert Demeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22242,El ojo de fuego,3.66,848974615X,9.78849E+12,spa,496,18,1,2/1/2007,Puzzle-Via Magna,Lewis Perdue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,3.63,1933771135,9.78193E+12,eng,224,925,112,4/10/2007,Smart Pop,Rob Thomas,Heather Havrilesky,Amy Berner,Lynne Edwards,John  Ramos,Alafair Burke,Chris McCubbin,Lawrence Watt-Evans,Lani Diane Rich,Geoff Klock,Judy Fitzwater,Evelyn Vaughn,Joyce Millman,Amanda Ann Klein,Kristen Kidder,Jesse Hassenger,Gwen Ellery,Misty Hook,Samantha Bornemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22268,The Soloist,3.3,1593761228,9.78159E+12,eng,320,56,9,11/27/2006,Counterpoint,Nicholas Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),4.11,9833346685,9.78983E+12,msa,784,28,6,7/1/2006,Marshall Cavendish Editions,Arthur Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22278,Memoirs of a Geisha,4.11,701169699,9.7807E+12,eng,452,57,8,10/5/2000,Chatto & Windus,Arthur Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22283,Survivor,3.92,009928264X,9.7801E+12,eng,289,49307,1637,8/3/2000,Vintage,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22284,Diary,3.61,1400032814,9.7814E+12,eng,262,65139,2120,9/14/2004,Anchor,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22285,Rant,3.81,385517874,9.78039E+12,eng,320,55592,2516,5/1/2007,Doubleday Books,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22286,Clown Girl,3.39,976631156,9.78098E+12,eng,297,6015,327,1/4/2007,Hawthorne Books,Monica Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22287,Choke,3.7,99422689,9.7801E+12,en-GB,293,1557,115,8/1/2002,Vintage,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22288,Haunted,3.59,1400032822,9.7814E+12,eng,419,78280,3745,4/11/2006,Anchor,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22289,Fugitives and Refugees: A Walk in Portland  Oregon,3.51,1400047838,9.7814E+12,en-US,176,8460,415,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22292,Haunted,3.59,739302868,9.78074E+12,eng,14,57,23,5/10/2005,Random House Audio,Chuck Palahniuk,Arthur Morey,Scott Brick,Lorna Raver,Marc Cashman,Kimberly Farr,Renee Randman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22293,Nonfiction,3.57,224063022,9.78022E+12,eng,233,213,15,8/5/2004,Jonathan Cape,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22296,Haunted,3.59,224064452,9.78022E+12,eng,416,173,15,5/1/2005,Jonathan Cape,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22297,Survivant,3.92,2070756270,9.78207E+12,fre,365,14,0,2/4/2001,Gallimard,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22298,Fantasmas,3.59,9879397509,9.78988E+12,spa,442,116,13,8/28/2006,Mondadori,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22302,Error humano,3.57,8439711867,9.78844E+12,spa,253,11,1,5/31/2005,Mondadori,Chuck Palahniuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22304,Life After God,3.79,743231511,9.78074E+12,eng,291,9882,338,7/1/2002,Simon & Schuster,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22306,City of Glass: Douglas Coupland's Vancouver,3.83,1550548182,9.78155E+12,en-US,152,807,40,5/1/2003,Douglas & McIntyre,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22307,Terry: Terry Fox and His Marathon of Hope,4.34,1553651529,9.78155E+12,eng,176,256,22,8/4/2005,Douglas & McIntyre,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22311,All Families Are Psychotic,3.67,7117531,9.78001E+12,eng,279,361,32,7/1/2002,Harper Perennial,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22312,Shampoo Planet,3.5,743231538,9.78074E+12,eng,282,8283,202,3/1/2008,Scribner Book Company,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22321,All Tomorrow's Parties (Bridge  #3),3.91,425190447,9.78043E+12,eng,339,13020,316,2/4/2003,Berkley Books,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22322,Spook Country (Blue Ant  #2),3.69,399154302,9.7804E+12,eng,371,16342,1258,8/7/2007,Putnam Adult,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22323,Burning Chrome (Sprawl  #0),4.06,60539828,9.78006E+12,eng,224,30566,585,7/29/2003,Harper Voyager,William Gibson,Jonathan Davis,Dennis Holland,Kevin Pariseau,Victor Bevine,Jay Snyder,Brian Nishil,L.J. Ganser,Oliver Wyman,Eric Michael Summerer,Marc Vietor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22325,Idoru (Bridge #2),3.8,425190455,9.78043E+12,eng,308,17632,388,1/7/2003,Berkley Trade,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22326,Virtual Light (Bridge  #1),3.85,140157727,9.78014E+12,eng,304,18228,358,10/26/1996,Penguin Books Ltd,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22331,Stable Strategies and Others,3.77,189239118X,9.78189E+12,eng,208,104,19,9/1/2004,Tachyon Publications,Eileen Gunn,William Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,3.77,485006073,9.78049E+12,eng,258,62,4,9/13/2001,Bloomsbury Academic,Dani Cavallaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22337,The Neil Gaiman Audio Collection,4.24,60732989,9.78006E+12,eng,1,1666,208,8/31/2004,HarperFestival,Neil Gaiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22338,The Day I Swapped My Dad for Two Goldfish,4.03,60587032,9.78006E+12,en-US,64,284,31,9/26/2006,HarperCollins,Neil Gaiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22339,Death: The Time of Your Life (Death of the Endless  #2),4.22,1563893339,9.78156E+12,eng,95,12377,198,12/1/1997,Vertigo,Neil Gaiman,Mark Buckingham,Mark Pennington,Claire Danes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22344,Creatures of the Night,3.83,1569719365,9.78157E+12,eng,46,1706,171,12/27/2004,Dark Horse Books,Neil Gaiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22345,New X-Men  Volume 4: Riot at Xavier's,4.06,785110674,9.78079E+12,eng,120,2113,54,11/15/2006,Marvel,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22347,The Invisibles  Volume 1: Say You Want a Revolution,3.95,1563892677,9.78156E+12,eng,224,8822,372,6/1/1996,DC Comics,Grant Morrison,Jill Thompson,Dennis Cramer,Peter Milligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22348,The Mystery Play,3.44,1563891891,9.78156E+12,en-US,80,688,40,8/1/1995,Vertigo,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22350,Kid Eternity,3.41,1401209335,9.7814E+12,eng,144,693,44,2/1/2006,Vertigo,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22351,New X-Men  Volume 1: E Is for Extinction,4.06,785108114,9.78079E+12,eng,144,7602,135,9/27/2006,Marvel,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22354,Seven Soldiers of Victory  Volume 1,3.79,1401209254,9.7814E+12,eng,224,2046,98,1/4/2006,DC Comics,Grant Morrison,Mick Gray,Frazer Irving,J.H. Williams III,Simone Bianchi,Cameron Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),4.08,1563890348,9.78156E+12,eng,192,5447,235,4/17/2000,Vertigo,Grant Morrison,Doug Braithwaite,Scott Hanna,Carlos Garzon,John Nyberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22356,The Filth,3.75,1401200133,9.7814E+12,en-US,320,3907,266,6/1/2004,Vertigo,Grant Morrison,Gary Erskine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22360,Doom Patrol  Vol. 5: Magic Bus,4.27,1401212026,9.7814E+12,eng,203,1363,52,4/1/2007,Vertigo,Grant Morrison,Ken Steacy,Stan Woch,Philip Bond,Mark McKenna,Scott Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22362,JLA  Vol. 1: New World Order,3.98,156389369X,9.78156E+12,en-US,93,3714,96,4/1/1997,DC Comics,Grant Morrison,John Dell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22363,Batman: Gothic,3.79,1563890283,9.78156E+12,eng,128,4294,123,7/1/1998,DC Comics,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22364,JLA: Earth 2,3.97,1563896311,9.78156E+12,eng,96,5165,143,10/1/2000,DC Comics,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22365,New X-Men: Omnibus,4.23,785123261,9.78079E+12,eng,1096,2952,112,12/6/2006,Marvel,Grant Morrison,Chris Bachalo,John Paul Leon,Frank Quitely,Leinil Francis Yu,Igor Kordey,Ethan Van Sciver,Keron Grant,Tom Derenick,Phil Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22366,Superfolks,3.48,312339925,9.78031E+12,eng,240,429,57,3/9/2005,St. Martin's Griffin,Robert  Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22373,Kill Your Boyfriend,3.57,156389453X,9.78156E+12,en-US,55,1269,66,12/31/1998,DC Comics Vertigo,Grant Morrison,D'Israeli,Daniel Vozzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,4.1,1401204252,9.7814E+12,eng,216,51984,1469,1/11/2005,DC Comics,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22380,JLA: Tierra 2,3.97,987224975X,9.78987E+12,spa,96,7,2,11/25/2005,Sticker Design (DC Comics),Grant Morrison,Rafael De la Iglesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22390,Doom Patrol  Vol. 4: Musclebound,4.15,1401209998,9.7814E+12,eng,256,2322,77,8/30/2006,Vertigo,Grant Morrison,Mike Dringenberg,Mark McKenna,Jamie Hewlett,Steve Yeowell,Rian Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22392,New X-Men  Volume 7: Here Comes Tomorrow,3.75,785113452,9.78079E+12,eng,112,1797,55,11/15/2006,Marvel,Grant Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22394,The Invisibles  Vol. 7: The Invisible Kingdom,4.2,1401200192,9.7814E+12,en-US,288,3346,83,12/1/2002,DC Comics Vertigo,Grant Morrison,Warren Pleece,Sean Phillips,Jay Stephens,Frank Quitely,Steve Yeowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22398,The Invisibles  Vol. 3: Entropy in the U.K.,4.21,1563897288,9.78156E+12,en-US,232,4084,86,8/1/2001,Vertigo,Grant Morrison,John Stokes,Tommy Lee Edwards,Paul Johnson,Steve Yeowell,Dick Giordano,Mark Buckingham,Mark Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22399,Invisible,3.84,689869037,9.78069E+12,eng,160,2311,347,11/28/2006,Simon Pulse,Pete Hautman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22401,The Invisibles  Vol. 4: Bloody Hell in America,4.17,1563894440,9.78156E+12,en-US,104,3882,74,2/1/1998,Vertigo,Grant Morrison,John Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,4.24,1563896001,9.78156E+12,en-US,224,3852,63,2/1/2000,DC Comics Vertigo,Grant Morrison,Ivan Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22408,Invisible Residents: The Reality of Underwater UFOs,3.73,1931882207,9.78193E+12,en-US,100,62,7,9/15/2005,Adventures Unlimited Press,Ivan T. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22409,The Invisibles  Vol. 5: Counting to None,4.19,1563894890,9.78156E+12,en-US,240,4270,67,3/1/1999,Vertigo,Grant Morrison,John Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22414,The Invisible Heart: An Economic Romance,3.74,262681358,9.78026E+12,eng,282,609,90,2/22/2002,MIT Press,Russell Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22417,Transmetropolitan  Vol. 2: Lust for Life,4.34,1563894815,9.78156E+12,eng,208,15496,281,2/1/1999,Vertigo,Warren Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22418,Transmetropolitan  Vol. 3: Year of the Bastard,4.41,1563895684,9.78156E+12,eng,144,13360,193,9/1/1999,Vertigo,Warren Ellis,Rodney Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22420,Transmetropolitan  Vol. 5: Lonely City,4.41,1563897229,9.78156E+12,eng,144,11372,146,7/1/2001,Vertigo,Warren Ellis,Rodney Ramos,Patrick Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22421,Transmetropolitan  Vol. 4: The New Scum,4.39,1563896273,9.78156E+12,eng,133,13331,146,9/1/2000,Vertigo,Warren Ellis,Rodney Ramos,Keith Akin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22423,Transmetropolitan  Vol. 8: Dirge,4.47,1563899531,9.78156E+12,eng,140,9963,90,4/1/2003,Vertigo,Warren Ellis,Rodney Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22424,Transmetropolitan  Vol. 10: One More Time,4.51,1401202179,9.7814E+12,eng,144,10308,184,6/1/2004,Vertigo,Warren Ellis,Rodney Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22425,Transmetropolitan  Vol. 9: The Cure,4.44,1563899884,9.78156E+12,eng,144,10331,90,12/1/2003,Vertigo,Warren Ellis,Rodney Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22426,Transmetropolitan  Vol. 7: Spider's Thrash,4.32,1563898942,9.78156E+12,eng,144,12633,88,11/1/2002,Vertigo,Warren Ellis,Rodney Ramos,Darren Aronofsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,3.75,1400076854,9.7814E+12,eng,249,1791,146,6/14/2005,Vintage,Dave Eggers,Lee Epstein,Suzanne Kleid,McSweeney's Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,4.11,141011114,9.78014E+12,en-US,592,340,22,2/24/2005,Penguin,Brian Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22436,The Meaning of Relativity (Science Library),4.32,691120277,9.78069E+12,en-US,200,26,2,11/21/2004,Princeton University Press,Albert Einstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22438,The Fabric of the Cosmos: Space  Time and the Texture of Reality,4.11,736697500,9.78074E+12,eng,16,19,5,2/24/2004,Books on Tape,Brian Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,3.84,1932857192,9.78193E+12,eng,343,157,5,10/1/2005,Disinformation Company,Preston Peet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
